Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1712,Diego Moreno,ESP,1,Osasuna,La Liga,21,2001,5,5,413,4.6,0,0.87,0.22,25.0,0.0,0.0,20.8,0.0,0.0,0.0,33.0,50.0,66.1,550.0,164.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,50.0,38.0,12.0,0.65,0.0,0.0,3.48,11.3,0.0,0.0,0.0,0.0,33.0,0.0,2.61,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.43,0.43,0.0,0.65,0.87,75.0,0.22,0.22,0.22,0.0,0.22,1.09,1.74,0.0,57.2,2.17,17.2,28.3,12.2,1.09,57.2,1.52,0.65,42.9,0.87,57.1,28.5,139.3,60.4,1.3,0.87,0.22,1.52,0.65,28.7,3.48,0.0,0.0,0.0,0.43,0.87,0.22,3.48,0.87,0.0,0.0,0.0,6.09,0.87,1.52,36.4
2495,Deniz Undav,GER,3,Brighton,Premier League,26,1996,10,2,231,2.6,0,4.23,1.15,27.3,0.0,0.0,11.0,0.0,0.0,0.0,17.3,21.2,81.8,188.5,43.1,11.9,13.8,86.1,3.08,3.85,80.0,0.38,0.77,50.0,0.0,1.92,0.38,0.77,0.0,1.15,21.2,20.8,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.38,3.46,1.92,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.15,0.77,0.38,0.38,0.38,0.38,100.0,0.0,0.38,0.0,0.38,0.0,1.54,0.38,0.0,31.2,0.38,2.31,8.46,20.4,7.31,31.2,0.38,0.0,0.0,0.38,100.0,15.0,46.5,21.5,0.77,0.77,0.77,1.54,1.92,23.5,7.69,0.0,0.0,0.0,1.15,0.38,1.15,0.0,1.15,0.0,0.0,0.0,1.92,1.15,1.92,37.5
1296,Jakub Kiwior,POL,1,Spezia,Serie A,22,2000,17,17,1443,16.0,0,0.63,0.13,20.0,0.0,0.0,16.6,0.06,0.0,0.0,40.8,48.4,84.3,822.8,260.3,13.1,14.9,87.8,21.4,23.2,92.5,5.81,9.19,63.3,0.0,0.25,1.56,0.31,0.0,2.31,48.4,42.7,5.56,2.13,0.06,0.19,0.88,0.75,0.56,0.38,0.19,0.0,40.8,0.19,0.25,0.94,0.56,0.19,0.0,0.06,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.38,1.06,0.94,0.44,0.0,0.38,1.5,25.0,1.13,1.63,1.13,0.5,1.5,2.88,4.44,0.06,59.6,11.1,37.1,19.2,3.63,0.94,59.6,0.44,0.31,71.4,0.13,28.6,29.0,171.8,87.2,0.81,0.19,0.06,0.5,0.31,31.1,0.38,0.19,0.0,0.0,1.0,0.31,0.0,0.88,1.06,0.0,0.0,0.0,5.81,1.38,0.75,64.7
464,Yoann Cathline,FRA,3,Lorient,Ligue 1,20,2002,10,5,547,6.1,1,2.79,1.15,41.2,0.06,0.14,20.1,0.0,0.0,0.0,16.2,25.2,64.3,248.2,78.5,9.34,12.0,78.1,4.92,8.03,61.2,1.31,2.95,44.4,0.16,0.82,1.15,0.98,0.33,2.62,25.2,24.1,0.98,0.16,0.16,0.0,3.44,0.33,0.49,0.0,0.33,0.0,16.2,0.16,1.8,2.46,0.98,0.33,0.66,0.49,0.0,0.0,0.33,0.0,0.16,0.0,0.16,0.0,0.0,1.48,0.82,0.66,0.49,0.33,0.33,0.49,66.7,0.16,0.33,0.0,0.33,0.98,2.46,0.66,0.16,40.7,0.82,8.03,12.1,21.6,2.79,40.7,5.57,1.97,35.3,2.79,50.0,31.1,244.6,121.5,4.59,2.62,0.98,3.28,1.64,28.5,10.3,0.0,0.0,0.0,1.31,2.46,0.16,3.44,0.82,0.0,0.0,0.0,4.75,0.33,0.82,28.6
2323,Roberto Soriano,ITA,3,Bologna,Serie A,32,1991,20,11,1025,11.4,0,0.79,0.09,11.1,0.0,0.0,19.5,0.0,0.0,0.0,31.5,39.9,78.9,456.7,142.0,19.6,23.0,85.5,9.12,11.2,81.3,1.84,2.81,65.6,0.26,1.67,2.63,0.79,0.18,4.3,39.9,39.3,0.61,0.18,0.44,0.18,0.88,0.44,0.0,0.0,0.0,0.0,31.5,0.0,0.96,3.33,2.63,0.09,0.09,0.09,0.35,0.09,0.26,0.18,0.0,0.0,0.09,0.0,0.0,2.28,1.14,0.7,1.05,0.53,1.05,1.32,80.0,0.26,1.75,0.18,1.58,0.44,2.72,0.61,0.0,49.2,1.49,6.67,26.5,17.0,1.93,49.2,0.96,0.26,27.3,0.44,45.5,32.0,181.2,82.7,2.02,2.37,0.0,1.58,1.05,37.5,4.74,0.09,0.0,0.0,1.49,1.93,0.18,0.88,1.14,0.0,0.0,0.0,5.35,0.88,1.05,45.5
136,Lorenz Assignon,TOG,1,Rennes,Ligue 1,22,2000,6,2,194,2.2,0,1.36,0.45,33.3,0.0,0.0,14.7,0.0,0.0,0.0,40.5,49.1,82.4,657.3,176.8,19.1,22.7,84.0,20.0,22.7,88.0,1.36,3.18,42.9,0.45,0.45,2.27,0.0,0.0,3.18,49.1,40.5,8.18,1.36,0.0,0.0,0.91,6.82,0.0,0.0,0.0,0.0,40.5,0.45,0.45,1.36,1.36,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,2.73,0.91,1.82,0.91,0.0,0.91,1.82,50.0,0.91,1.82,0.0,1.82,0.91,3.64,1.36,0.0,63.6,3.18,18.2,37.3,9.09,1.82,63.6,1.36,0.45,33.3,0.91,66.7,39.5,208.6,101.4,1.82,0.45,0.91,1.36,0.91,34.5,3.64,0.91,0.0,0.0,0.91,0.91,0.0,0.91,0.91,0.0,0.0,0.0,5.91,0.91,1.82,33.3
762,Tyronne Ebuehi,NGA,1,Empoli,Serie A,27,1995,13,9,823,9.1,1,1.1,0.22,20.0,0.1,0.5,12.1,0.0,0.0,0.0,35.9,45.5,79.0,596.9,203.2,16.8,19.2,87.4,15.2,18.6,81.7,2.86,4.95,57.8,0.11,0.33,1.54,0.44,0.33,1.43,45.5,36.2,9.12,0.44,0.0,0.0,1.32,8.68,0.0,0.0,0.0,0.0,35.9,0.22,1.43,1.32,1.21,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.1,0.55,0.22,0.55,0.33,0.33,0.33,100.0,0.0,1.21,0.77,0.44,0.44,1.54,3.3,0.11,54.5,5.05,21.5,23.6,10.1,1.21,54.5,0.88,0.22,25.0,0.22,25.0,28.1,130.1,65.3,1.1,1.1,0.22,0.66,0.55,31.3,2.64,0.0,0.0,0.0,0.55,0.99,0.11,1.32,0.55,0.0,0.0,0.0,4.51,0.44,1.43,23.5
1852,Ivan Ordets,UKR,1,Bochum,Bundesliga,30,1992,18,16,1396,15.5,0,0.32,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,27.2,36.3,74.9,550.8,182.5,7.16,9.74,73.5,16.6,19.5,84.8,2.97,5.81,51.1,0.0,0.19,0.9,0.13,0.0,1.87,36.3,35.0,1.23,0.45,0.06,0.32,0.0,0.52,0.0,0.0,0.0,0.0,27.2,0.06,0.06,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.84,1.16,0.32,0.06,0.9,1.23,73.7,0.32,0.84,0.39,0.45,1.74,3.29,4.39,0.0,47.2,6.52,26.6,18.0,2.65,1.61,47.2,0.0,0.0,0.0,0.0,0.0,17.4,56.0,20.3,0.0,0.19,0.0,0.39,0.06,21.0,0.52,0.19,0.0,0.0,1.23,0.58,0.06,0.0,0.84,0.0,0.0,0.0,5.42,4.39,2.45,64.2
1261,Harry Kane,ENG,3,Tottenham,Premier League,29,1993,23,23,2055,22.8,17,3.55,1.58,44.4,0.19,0.42,15.5,0.09,0.09,0.13,16.3,23.5,69.4,302.2,109.8,7.59,9.65,78.6,5.75,7.41,77.5,2.41,3.9,61.8,0.04,1.71,2.37,1.32,0.18,4.87,23.5,21.2,2.06,0.44,0.35,0.48,1.1,0.83,0.0,0.0,0.0,0.0,16.3,0.22,1.1,3.68,2.5,0.09,0.31,0.35,0.31,0.13,0.39,0.26,0.0,0.0,0.09,0.04,0.0,0.31,0.26,0.0,0.09,0.22,0.13,0.31,42.9,0.18,0.75,0.22,0.53,0.04,0.35,0.48,0.0,33.9,0.75,2.46,16.1,15.9,4.78,33.8,2.72,0.92,33.9,1.45,53.2,21.1,116.0,47.3,1.67,1.36,0.57,1.67,1.84,26.8,5.48,0.18,0.0,0.0,0.83,1.4,0.48,1.1,0.26,0.04,0.0,0.0,2.15,1.75,2.02,46.5
2184,Samuel,BRA,3,Valencia,La Liga,23,1999,21,21,1781,19.8,2,2.73,1.06,38.9,0.04,0.1,17.7,0.0,0.0,0.0,27.3,35.7,76.5,370.3,83.1,16.6,18.9,87.5,7.93,10.3,77.3,1.11,2.37,46.8,0.0,0.81,1.46,0.96,0.25,2.93,35.7,34.6,0.96,0.1,0.15,0.0,2.58,0.81,0.05,0.0,0.0,0.0,27.3,0.1,1.72,3.23,2.07,0.0,0.51,0.2,0.4,0.05,0.51,0.3,0.0,0.0,0.1,0.1,0.0,1.82,1.21,0.45,1.11,0.25,0.71,1.62,43.8,0.91,0.86,0.0,0.86,0.4,2.22,0.4,0.0,49.3,0.35,4.65,18.2,27.5,4.9,49.3,3.94,1.57,39.7,1.82,46.2,33.7,216.7,122.1,4.19,2.88,1.82,2.98,1.77,37.4,8.43,0.15,0.0,0.0,1.36,1.67,0.56,2.58,1.21,0.1,0.0,0.0,4.49,0.66,1.01,39.4
1609,Kevin Mbabu,SUI,1,Fulham,Premier League,27,1995,6,1,144,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,58.8,72.3,656.9,239.4,25.0,26.9,93.0,15.0,21.9,68.6,2.5,5.63,44.4,0.63,1.25,2.5,3.13,1.88,5.0,58.8,44.4,14.4,0.0,0.0,0.63,4.38,14.4,0.0,0.0,0.0,0.0,42.5,0.0,1.25,1.88,1.25,0.0,0.63,0.0,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,1.88,1.25,1.25,0.63,0.0,0.63,1.88,33.3,1.25,1.25,0.0,1.25,1.88,3.75,1.88,0.0,71.3,2.5,23.8,25.0,23.8,0.0,71.3,3.75,2.5,66.7,1.25,33.3,35.6,170.6,99.4,2.5,1.25,0.0,0.63,1.25,36.9,6.88,0.63,0.0,0.0,2.5,0.0,0.0,4.38,1.25,0.0,0.0,0.0,3.75,1.25,3.75,25.0
1065,Amadou Haidara,MLI,2,RB Leipzig,Bundesliga,25,1998,18,5,617,6.9,1,1.45,0.29,20.0,0.1,0.5,22.5,0.0,0.0,0.0,44.3,53.5,82.9,751.6,232.3,20.0,23.5,85.2,19.7,21.9,90.1,3.62,5.94,61.0,0.14,0.72,5.22,1.01,0.0,4.93,53.5,51.7,1.3,0.72,0.14,0.0,0.43,0.58,0.0,0.0,0.0,0.0,44.3,0.43,0.29,2.03,1.74,0.0,0.0,0.29,0.0,0.0,0.87,0.72,0.0,0.0,0.14,0.0,0.0,1.59,0.87,0.72,0.87,0.0,0.58,1.74,33.3,1.16,1.74,0.58,1.16,1.16,2.75,1.16,0.0,63.3,2.17,14.8,38.8,9.86,0.43,63.3,0.29,0.14,50.0,0.0,0.0,37.4,161.3,83.3,0.43,0.43,0.0,1.01,1.01,42.9,0.43,0.29,0.0,0.0,1.59,0.58,0.0,0.43,0.87,0.0,0.14,0.0,6.96,1.45,2.32,38.5
423,Sergi Canós,ESP,3,Brentford,Premier League,26,1997,5,0,77,0.9,0,1.11,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,25.6,47.8,53.5,297.8,84.4,15.6,20.0,77.8,4.44,16.7,26.7,1.11,2.22,50.0,0.0,1.11,2.22,1.11,0.0,2.22,47.8,43.3,3.33,1.11,0.0,0.0,3.33,2.22,0.0,0.0,0.0,0.0,25.6,1.11,0.0,3.33,2.22,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,2.22,3.33,1.11,2.22,0.0,0.0,1.11,0.0,63.3,1.11,14.4,27.8,22.2,2.22,63.3,6.67,4.44,66.7,2.22,33.3,32.2,228.9,123.3,4.44,2.22,0.0,0.0,0.0,40.0,7.78,0.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,0.0,0.0,0.0,6.67,0.0,1.11,0.0
830,Nabil Fekir,FRA,2,Betis,La Liga,29,1993,13,10,781,8.7,2,2.18,0.46,21.1,0.05,0.25,20.9,0.8,0.11,0.11,35.2,44.8,78.5,441.7,129.5,20.9,23.9,87.5,8.05,9.54,84.3,1.84,5.06,36.4,0.23,2.18,3.22,1.26,0.11,4.02,44.8,38.6,5.98,2.41,0.11,0.23,4.48,0.23,3.22,1.26,1.61,0.0,35.2,0.23,0.8,5.4,2.99,1.03,0.34,0.11,0.92,0.0,0.57,0.23,0.0,0.11,0.0,0.23,0.0,0.92,0.34,0.34,0.23,0.34,0.23,0.69,33.3,0.46,0.57,0.11,0.46,0.11,1.03,0.0,0.0,56.4,0.11,3.45,24.4,29.0,4.25,56.3,4.02,1.49,37.1,1.72,42.9,37.2,218.4,99.3,4.14,2.18,1.49,3.22,2.07,45.7,6.32,0.46,0.11,0.0,1.95,3.91,0.8,4.48,0.34,0.11,0.0,0.0,2.76,0.8,1.03,43.8
1475,Jhon Lucumí,COL,1,Bologna,Serie A,24,1998,18,18,1550,17.2,0,0.35,0.12,33.3,0.0,0.0,11.7,0.0,0.0,0.0,46.6,54.1,86.1,875.8,301.6,19.0,20.1,94.8,21.0,23.1,91.0,5.87,8.66,67.8,0.06,0.23,2.97,0.29,0.06,2.56,54.1,51.2,2.85,2.21,0.06,0.7,0.06,0.0,0.0,0.0,0.0,0.0,46.6,0.06,0.52,0.7,0.58,0.0,0.0,0.06,0.0,0.06,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.03,1.4,1.34,0.64,0.06,0.99,1.57,63.0,0.58,1.22,0.81,0.41,1.34,3.37,3.72,0.0,64.7,8.66,35.1,28.5,1.51,0.58,64.7,0.12,0.12,100.0,0.0,0.0,35.3,186.9,105.6,0.87,0.41,0.12,0.47,0.29,39.5,0.17,0.29,0.0,0.0,0.87,0.52,0.0,0.06,1.4,0.0,0.12,0.0,6.45,1.57,0.87,64.3
2350,Junior Stanislas,ENG,2,Bournemouth,Premier League,33,1989,4,0,61,0.7,0,1.43,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,31.4,40.0,78.6,470.0,101.4,17.1,20.0,85.7,12.9,15.7,81.8,0.0,1.43,0.0,0.0,2.86,4.29,0.0,0.0,5.71,40.0,38.6,1.43,0.0,0.0,1.43,1.43,0.0,1.43,0.0,0.0,0.0,31.4,0.0,1.43,5.71,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,1.43,0.0,0.0,0.0,0.0,48.6,0.0,4.29,21.4,22.9,4.29,48.6,0.0,0.0,0.0,0.0,0.0,25.7,131.4,18.6,0.0,1.43,0.0,1.43,1.43,38.6,7.14,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0
211,Gil Bastião Dias,POR,3,Stuttgart,Bundesliga,26,1996,2,1,113,1.3,0,3.08,0.77,25.0,0.0,0.0,19.5,0.0,0.0,0.0,30.0,40.0,75.0,570.0,111.5,10.8,13.8,77.8,16.9,20.0,84.6,2.31,4.62,50.0,0.0,1.54,3.08,1.54,0.0,3.08,40.0,38.5,1.54,0.77,0.0,0.0,3.85,0.77,0.0,0.0,0.0,0.0,30.0,0.0,2.31,3.08,2.31,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.77,0.0,0.0,0.0,0.77,0.77,0.0,0.0,55.4,0.0,8.46,27.7,21.5,2.31,55.4,6.15,5.38,87.5,0.77,12.5,37.7,325.4,160.8,5.38,1.54,0.77,4.62,3.08,37.7,9.23,0.0,0.0,0.0,0.0,0.77,0.0,3.85,0.0,0.0,0.0,0.0,7.69,0.0,0.77,0.0
1883,Helibelton Palacios,COL,1,Elche,La Liga,29,1993,15,14,1165,12.9,0,0.23,0.16,66.7,0.0,0.0,12.9,0.0,0.0,0.0,29.1,38.6,75.5,471.9,215.9,15.3,16.9,90.8,10.5,13.5,78.2,2.4,5.81,41.3,0.0,0.47,2.09,0.47,0.23,2.25,38.6,31.6,6.98,0.78,0.0,0.23,0.85,6.2,0.0,0.0,0.0,0.0,29.1,0.0,1.01,1.01,0.78,0.16,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.93,0.85,0.54,0.16,0.7,0.93,75.0,0.23,1.24,0.54,0.7,0.93,2.48,2.79,0.0,47.4,3.72,19.5,23.1,5.5,0.39,47.4,1.09,0.47,42.9,0.47,42.9,23.0,115.4,68.8,1.24,0.93,0.0,0.54,0.39,24.3,1.01,0.31,0.0,0.0,1.63,0.62,0.0,0.85,0.93,0.0,0.0,0.0,5.5,0.78,0.62,55.6
2641,Ashley Young,ENG,1,Aston Villa,Premier League,37,1985,17,13,1192,13.2,1,0.61,0.15,25.0,0.13,0.5,27.2,0.0,0.0,0.0,41.6,55.9,74.4,733.3,306.1,19.8,22.3,89.1,17.4,21.9,79.6,3.71,8.71,42.6,0.0,0.76,3.33,0.98,0.3,5.08,55.9,44.2,11.2,2.05,0.15,0.61,1.89,8.79,0.38,0.15,0.0,0.15,41.6,0.45,1.44,2.27,1.97,0.15,0.15,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.8,1.52,1.97,0.76,0.08,1.89,2.27,83.3,0.38,1.29,0.53,0.76,1.06,3.86,2.73,0.0,66.0,3.64,23.3,31.7,12.0,0.3,66.0,0.83,0.38,45.5,0.38,45.5,31.5,130.5,62.2,1.21,1.06,0.23,0.61,0.23,34.6,2.12,0.23,0.0,0.0,1.06,0.83,0.0,1.89,1.52,0.0,0.08,0.0,6.74,0.68,0.53,56.3
1356,Rémy Labeau Lascary,GLP,3,Lens,Ligue 1,19,2003,5,0,82,0.9,0,3.33,1.11,33.3,0.0,0.0,15.9,0.0,0.0,0.0,17.8,21.1,84.2,295.6,95.6,8.89,10.0,88.9,5.56,6.67,83.3,2.22,2.22,100.0,0.0,1.11,0.0,0.0,0.0,1.11,21.1,21.1,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,17.8,0.0,1.11,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,2.22,4.44,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,2.22,0.0,4.44,0.0,0.0,38.9,1.11,8.89,7.78,22.2,8.89,38.9,4.44,1.11,25.0,3.33,75.0,28.9,196.7,71.1,1.11,1.11,0.0,4.44,1.11,25.6,13.3,0.0,0.0,0.0,3.33,0.0,0.0,2.22,2.22,0.0,0.0,0.0,4.44,1.11,1.11,50.0
1563,Eric Martel,GER,2,Köln,Bundesliga,20,2002,16,11,1023,11.4,0,1.05,0.26,25.0,0.0,0.0,21.1,0.0,0.0,0.0,31.5,40.1,78.6,520.3,119.9,13.7,16.4,83.4,14.9,17.6,84.6,1.93,3.68,52.4,0.0,0.26,1.84,0.44,0.18,2.89,40.1,39.6,0.44,0.44,0.09,0.0,0.88,0.0,0.0,0.0,0.0,0.0,31.5,0.09,0.96,1.23,1.14,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,1.75,1.32,0.96,0.44,1.58,2.98,52.9,1.4,1.14,0.26,0.88,1.49,4.21,2.11,0.0,53.2,3.25,15.9,29.4,8.68,1.05,53.2,0.61,0.26,42.9,0.35,57.1,25.5,107.2,38.1,0.7,0.88,0.0,1.67,1.23,28.4,1.58,0.18,0.0,0.0,1.4,1.32,0.0,0.88,1.75,0.0,0.0,0.0,7.02,2.54,2.02,55.8
519,Alexandre Coeff,FRA,1,Auxerre,Ligue 1,30,1992,7,6,586,6.5,0,0.15,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,44.2,54.3,81.3,945.1,342.9,11.1,13.5,81.8,25.4,28.2,90.2,6.77,10.5,64.7,0.15,0.15,2.92,0.15,0.0,4.0,54.3,52.3,1.85,0.62,0.0,0.62,0.77,1.23,0.0,0.0,0.0,0.0,44.2,0.15,0.46,0.46,0.31,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,1.54,0.77,0.92,0.62,0.0,0.62,1.38,44.4,0.77,1.38,0.62,0.77,1.23,2.77,5.38,0.15,65.8,9.54,34.5,27.1,4.77,0.15,65.8,0.31,0.0,0.0,0.31,100.0,47.5,261.4,117.2,0.46,0.62,0.0,0.46,0.46,44.6,1.38,0.0,0.0,0.0,0.46,0.15,0.0,0.77,0.77,0.0,0.0,0.0,4.46,0.92,1.08,46.2
765,Odsonne Édouard,FRA,3,Crystal Palace,Premier League,25,1998,20,12,1093,12.1,3,2.07,0.83,40.0,0.12,0.3,12.4,0.0,0.0,0.0,16.3,22.7,71.6,186.8,36.0,11.7,14.5,80.7,3.14,5.12,61.3,0.25,0.5,50.0,0.17,0.99,0.58,0.74,0.0,2.31,22.7,21.7,0.91,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,16.3,0.17,0.74,2.48,1.82,0.0,0.08,0.5,0.08,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.74,0.83,0.58,0.83,0.33,0.5,0.83,60.0,0.33,0.83,0.41,0.41,0.25,1.98,1.4,0.0,36.5,1.65,4.3,17.8,14.9,4.55,36.5,2.15,0.66,30.8,1.4,65.4,18.8,91.6,39.6,1.65,1.4,1.16,2.98,2.98,26.0,4.63,0.25,0.0,0.0,1.16,0.74,0.58,0.33,0.83,0.0,0.0,0.0,3.31,1.98,2.07,49.0
1692,Johan Mojica,COL,1,Elche,La Liga,30,1992,3,3,270,3.0,0,1.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,42.3,59.3,71.3,639.0,219.3,21.3,24.3,87.7,18.0,23.0,78.3,1.67,7.0,23.8,0.0,1.0,1.67,1.33,0.33,3.0,59.3,47.7,11.0,1.0,0.0,0.0,4.67,10.0,0.0,0.0,0.0,0.0,42.3,0.67,1.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.67,0.33,0.0,0.67,1.0,66.7,0.33,1.0,0.67,0.33,1.33,3.33,1.67,0.0,69.7,4.0,21.7,25.3,23.3,1.33,69.7,3.0,1.33,44.4,1.33,44.4,41.7,216.3,118.7,4.67,3.67,0.67,1.67,1.33,37.3,3.67,0.67,0.0,0.0,1.33,1.0,0.0,4.67,1.0,0.0,0.33,0.0,11.0,1.33,0.33,80.0
1946,Carles Pérez,ESP,2,Celta Vigo,La Liga,24,1998,19,9,858,9.5,0,2.21,0.53,23.8,0.0,0.0,21.7,0.0,0.0,0.0,23.1,27.8,83.0,337.9,54.9,12.7,14.6,87.1,8.0,9.16,87.4,1.16,1.89,61.1,0.32,1.16,1.26,0.53,0.11,2.11,27.8,27.1,0.53,0.11,0.0,0.32,1.26,0.11,0.21,0.21,0.0,0.0,23.1,0.21,0.32,2.74,1.89,0.0,0.21,0.53,0.11,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,1.37,0.84,0.42,0.63,0.32,0.63,1.47,42.9,0.84,1.37,0.21,1.16,0.21,1.58,0.53,0.0,40.3,0.63,3.68,15.1,22.0,3.26,40.3,2.53,0.74,29.2,1.37,54.2,27.2,215.3,111.3,3.58,2.84,1.79,2.63,1.37,30.2,6.84,0.21,0.0,0.0,1.47,1.68,0.53,1.26,0.84,0.0,0.0,0.0,3.58,0.32,2.11,13.0
2428,Adrien Thomasson,FRA,2,Strasbourg,Ligue 1,29,1993,15,10,937,10.4,0,1.63,0.48,29.4,0.0,0.0,12.1,0.0,0.0,0.0,41.3,50.4,81.9,645.9,152.5,20.6,24.1,85.3,15.5,18.4,84.3,2.79,3.94,70.7,0.19,1.63,2.4,1.25,0.19,3.94,50.4,48.3,2.02,1.06,0.19,0.29,0.77,0.29,0.1,0.0,0.0,0.0,41.3,0.1,1.25,3.65,3.08,0.1,0.19,0.19,0.0,0.1,0.29,0.19,0.0,0.0,0.1,0.0,0.0,1.92,0.87,0.87,0.58,0.48,0.96,2.88,33.3,1.92,1.73,0.0,1.73,0.29,2.21,0.19,0.0,61.6,0.87,8.56,29.3,23.9,4.81,61.6,1.54,0.77,50.0,0.58,37.5,46.3,226.6,89.4,1.44,1.63,0.29,2.02,1.73,43.6,7.02,0.19,0.0,0.0,1.54,1.92,0.38,0.77,0.87,0.0,0.0,0.0,7.69,0.67,0.58,53.8
756,Jean-Kevin Duverne,FRA,1,Brest,Ligue 1,25,1997,19,14,1390,15.4,0,0.13,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,38.9,53.4,72.8,664.7,282.6,19.5,22.3,87.2,13.8,18.2,75.7,4.29,9.03,47.5,0.0,0.52,4.29,0.32,0.32,5.39,53.4,42.4,10.8,0.65,0.0,0.39,2.86,10.2,0.0,0.0,0.0,0.0,38.9,0.19,1.82,1.62,1.23,0.19,0.0,0.0,0.19,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,2.99,1.56,1.95,0.84,0.19,1.88,2.86,65.9,0.97,1.17,0.32,0.84,0.84,3.83,2.01,0.0,63.5,3.64,17.3,31.6,15.7,0.52,63.5,1.88,0.39,20.7,1.17,62.1,38.6,237.1,126.0,2.21,2.47,0.26,1.1,0.84,34.8,3.96,0.06,0.0,0.0,1.62,0.65,0.06,2.86,1.56,0.06,0.0,0.0,5.52,1.3,0.91,58.8
