Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1002,Andrew Gravillon,GLP,1,Torino,Serie A,25,1998,1,0,11,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,90.0,1550.0,420.0,40.0,40.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,240.0,90.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
195,Andrea Barberis,ITA,2,Monza,Serie A,29,1993,7,3,316,3.5,0,0.57,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,38.0,45.1,84.2,615.4,171.1,18.3,20.6,88.9,17.1,20.0,85.7,2.0,2.86,70.0,0.29,0.86,4.0,0.29,0.29,3.71,45.1,42.9,2.29,1.43,0.0,0.0,1.14,0.29,0.57,0.0,0.57,0.0,38.0,0.0,0.57,2.57,2.29,0.29,0.0,0.0,0.0,0.0,0.57,0.29,0.29,0.0,0.0,0.0,0.0,1.71,0.57,1.14,0.57,0.0,1.14,2.57,44.4,1.43,0.0,0.0,0.0,2.29,4.0,0.29,0.0,52.0,1.71,10.9,32.6,8.86,0.57,52.0,0.0,0.0,0.0,0.0,0.0,27.1,134.6,71.1,0.86,2.0,0.29,0.57,0.86,37.4,0.0,0.0,0.0,0.0,0.0,0.57,0.0,1.14,0.57,0.0,0.0,0.0,4.0,0.57,0.29,66.7
45,Sergio Akieme,ESP,1,Almería,La Liga,25,1997,21,21,1890,21.0,0,1.05,0.29,27.3,0.0,0.0,20.4,0.0,0.0,0.0,34.0,43.9,77.3,557.9,207.1,17.5,19.8,88.4,13.4,16.3,82.5,2.14,5.29,40.5,0.0,0.86,2.0,0.86,0.67,2.43,43.9,34.0,9.57,1.1,0.1,0.62,3.0,8.48,0.0,0.0,0.0,0.0,34.0,0.33,0.86,1.57,1.24,0.05,0.05,0.14,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,1.29,0.76,0.9,0.29,0.1,0.57,0.76,75.0,0.19,1.0,0.24,0.76,0.62,1.9,1.48,0.0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,55.6,0.76,35.6,27.2,181.9,100.5,2.71,1.57,0.52,1.19,1.1,29.7,3.67,0.19,0.0,0.0,0.81,0.67,0.0,3.0,0.76,0.0,0.0,0.0,5.14,0.52,0.62,45.8
57,Thiago Alcántara,ESP,2,Liverpool,Premier League,31,1991,14,14,1154,12.8,0,0.7,0.08,11.1,0.0,0.0,25.2,0.0,0.0,0.0,65.8,76.6,85.9,1187.3,348.1,30.7,33.1,92.7,23.4,26.6,87.9,9.45,12.0,79.1,0.0,1.33,7.42,1.48,0.0,8.36,76.6,74.1,2.19,1.64,0.63,1.09,0.08,0.39,0.0,0.0,0.0,0.0,65.8,0.23,1.64,3.05,2.42,0.0,0.23,0.08,0.08,0.23,0.16,0.16,0.0,0.0,0.0,0.0,0.0,3.2,1.8,1.41,1.64,0.16,1.02,1.48,68.4,0.47,1.09,0.23,0.86,1.41,4.61,0.94,0.16,87.7,3.2,20.1,54.8,13.1,0.55,87.7,2.19,1.48,67.9,0.31,14.3,49.5,259.0,120.4,0.94,1.41,0.0,0.86,1.41,62.7,1.72,0.16,0.0,0.0,1.41,1.95,0.0,0.08,1.8,0.0,0.08,0.0,8.13,1.09,1.88,36.8
2511,Martin Valjent,SVK,1,Mallorca,La Liga,27,1995,18,18,1598,17.8,0,0.06,0.0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,32.3,40.1,80.6,623.7,259.5,12.9,14.2,90.9,14.9,17.0,87.7,4.21,7.7,54.7,0.0,0.11,2.08,0.11,0.06,1.91,40.1,37.6,2.25,1.91,0.0,0.9,0.28,0.34,0.0,0.0,0.0,0.0,32.3,0.22,0.62,0.17,0.11,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.96,0.67,0.62,0.34,0.0,0.51,0.67,75.0,0.17,1.57,0.62,0.96,0.96,1.91,3.93,0.0,48.1,6.18,26.0,21.0,1.63,0.06,48.1,0.06,0.0,0.0,0.06,100.0,26.3,121.6,61.1,0.39,0.34,0.06,0.17,0.0,28.1,0.11,0.39,0.0,0.0,1.07,0.22,0.0,0.28,0.67,0.0,0.06,0.0,3.71,0.9,0.34,72.7
1986,Tommaso Pobega,ITA,2,Milan,Serie A,23,1999,13,6,574,6.4,1,1.56,0.47,30.0,0.1,0.33,17.7,0.0,0.0,0.0,26.4,35.0,75.4,452.7,108.6,12.2,15.5,78.8,11.1,12.8,86.6,2.66,4.53,58.6,0.0,0.63,2.34,0.63,0.16,2.81,35.0,34.2,0.78,0.63,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,26.4,0.0,1.09,2.81,2.03,0.0,0.16,0.31,0.16,0.16,0.31,0.31,0.0,0.0,0.0,0.0,0.0,2.19,1.09,0.47,1.41,0.31,0.94,1.56,60.0,0.63,0.94,0.31,0.63,1.09,3.28,1.25,0.0,44.1,1.41,9.22,23.9,10.9,1.72,44.1,0.63,0.31,50.0,0.31,50.0,17.3,91.4,42.8,1.09,1.25,0.0,1.25,0.47,26.3,2.66,0.31,0.0,0.0,3.75,0.63,0.0,0.31,1.09,0.0,0.0,0.0,4.84,1.41,1.72,45.0
656,Gerard Deulofeu,ESP,3,Udinese,Serie A,28,1994,16,15,1211,13.5,2,3.26,0.89,27.3,0.05,0.17,17.4,0.74,0.0,0.0,32.8,43.6,75.3,487.0,172.7,19.3,21.8,88.4,10.3,13.4,76.8,2.0,4.74,42.2,0.44,3.56,2.96,3.11,0.15,6.07,43.6,35.2,8.15,2.0,0.07,0.0,4.37,1.04,3.19,1.48,1.04,0.0,32.8,0.22,1.04,6.15,4.07,1.04,0.44,0.37,0.22,0.0,0.67,0.52,0.15,0.0,0.0,0.0,0.0,0.59,0.37,0.37,0.07,0.15,0.37,1.04,35.7,0.67,0.59,0.07,0.52,0.15,0.74,0.07,0.0,53.7,0.37,3.26,21.9,29.6,6.07,53.7,3.26,1.41,43.2,1.56,47.7,33.7,235.3,148.0,5.33,2.89,2.44,1.63,1.33,37.5,8.74,0.07,0.0,0.0,0.59,0.81,0.59,4.37,0.37,0.0,0.0,0.0,3.26,0.07,0.3,20.0
2628,Christopher Wooh,CMR,1,Rennes,Ligue 1,21,2001,9,8,681,7.6,0,0.66,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,46.7,52.0,89.9,980.3,250.5,10.9,12.2,89.2,30.3,32.0,94.7,5.26,7.24,72.7,0.0,0.13,2.5,0.0,0.0,3.29,52.0,51.1,0.79,0.79,0.0,0.39,0.13,0.0,0.0,0.0,0.0,0.0,46.7,0.13,0.13,0.53,0.26,0.0,0.0,0.13,0.13,0.0,0.26,0.13,0.0,0.0,0.0,0.13,0.0,1.05,0.53,0.92,0.13,0.0,0.39,0.66,60.0,0.26,0.92,0.39,0.53,0.53,1.58,4.47,0.0,61.4,5.92,23.8,35.9,1.71,0.92,61.4,0.0,0.0,0.0,0.0,0.0,48.2,259.1,136.6,0.79,0.13,0.0,0.92,0.13,44.5,0.0,0.13,0.0,0.0,1.18,0.66,0.0,0.13,0.53,0.13,0.0,0.0,3.95,1.71,0.66,72.2
74,Marcos Alonso,ESP,1,Barcelona,La Liga,32,1990,12,6,620,6.9,1,0.43,0.14,33.3,0.33,1.0,12.4,0.0,0.0,0.0,73.6,80.7,91.2,1383.6,483.8,27.8,29.7,93.7,38.1,40.3,94.6,6.81,8.7,78.3,0.0,0.43,5.36,0.72,0.29,6.23,80.7,77.8,2.9,1.01,0.14,0.72,1.01,1.01,0.87,0.14,0.43,0.0,73.6,0.0,0.87,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.16,0.72,0.72,0.43,0.0,0.72,0.87,83.3,0.14,1.01,0.87,0.14,0.87,2.03,2.32,0.0,89.3,6.81,31.4,52.6,5.36,0.72,89.3,0.14,0.14,100.0,0.0,0.0,60.0,351.4,201.4,1.3,0.58,0.0,0.58,0.14,67.7,0.14,0.14,0.0,0.0,0.87,0.58,0.0,1.01,0.72,0.0,0.14,0.0,5.22,1.59,1.16,57.9
1561,Marquinhos,BRA,1,Paris S-G,Ligue 1,28,1994,22,20,1824,20.3,2,0.59,0.2,33.3,0.17,0.5,7.8,0.0,0.0,0.0,68.8,72.1,95.5,1211.5,431.5,27.2,28.1,97.0,35.1,36.1,97.4,4.98,5.86,84.9,0.0,0.2,2.91,0.05,0.0,2.91,72.1,70.0,1.82,1.23,0.15,0.2,0.0,0.3,0.0,0.0,0.0,0.0,68.8,0.2,0.25,0.54,0.39,0.05,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.89,0.59,0.54,0.3,0.05,0.59,0.79,75.0,0.2,1.18,0.74,0.44,0.84,1.72,2.61,0.1,79.2,9.95,34.1,43.0,2.36,1.33,79.2,0.0,0.0,0.0,0.0,0.0,65.0,312.1,163.8,0.05,0.39,0.05,0.34,0.15,61.7,0.39,0.1,0.0,0.0,0.34,0.39,0.0,0.0,0.59,0.0,0.0,0.05,5.67,1.08,0.84,56.4
1568,Ander Martin,ESP,2,Real Sociedad,La Liga,22,2000,3,0,41,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,50.0,350.0,142.0,14.0,18.0,77.8,8.0,18.0,44.4,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,48.0,44.0,4.0,2.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,24.0,0.0,0.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,8.0,25.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,58.0,4.0,14.0,14.0,30.0,0.0,58.0,2.0,2.0,100.0,0.0,0.0,20.0,108.0,46.0,2.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,10.0,2.0,6.0,25.0
1033,Pape Gueye,SEN,2,Sevilla,La Liga,24,1999,2,2,172,1.9,0,2.11,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,31.6,37.9,83.3,587.4,159.5,14.7,16.3,90.3,12.1,15.3,79.3,4.74,5.79,81.8,0.53,0.53,3.16,0.0,0.0,3.16,37.9,37.4,0.53,0.53,0.53,1.05,0.53,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.53,1.05,0.53,0.0,0.53,0.0,0.0,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0,3.16,3.16,0.53,1.58,1.05,1.05,1.58,66.7,0.53,2.11,0.53,1.58,1.58,4.74,0.53,0.0,49.5,2.63,10.5,27.4,11.6,1.58,49.5,1.05,1.05,100.0,0.0,0.0,36.8,148.9,67.9,0.0,0.53,0.0,2.11,1.58,37.4,2.63,0.0,0.0,0.0,2.11,4.74,0.0,0.53,3.16,0.0,0.0,0.0,2.11,1.05,1.05,50.0
1869,Adam Ounas,ALG,3,Lille,Ligue 1,26,1996,13,9,784,8.7,1,2.41,0.92,38.1,0.05,0.13,19.2,0.34,0.0,0.0,33.2,47.5,70.0,599.9,196.4,15.5,18.5,83.9,12.8,19.2,66.5,4.14,6.9,60.0,0.11,2.53,3.1,2.99,0.34,5.86,47.5,42.0,4.94,1.15,0.46,0.34,6.9,0.34,3.45,1.49,0.69,0.0,33.2,0.57,1.26,5.29,3.22,1.26,0.34,0.34,0.11,0.0,0.57,0.34,0.11,0.0,0.11,0.0,0.0,1.72,0.92,0.34,0.92,0.46,0.46,1.03,44.4,0.57,1.49,0.0,1.49,0.57,2.3,0.46,0.0,62.1,0.69,4.48,24.1,35.1,2.87,62.1,7.7,3.33,43.3,2.99,38.8,47.6,371.5,182.4,5.17,4.02,0.8,2.41,2.53,45.1,10.7,0.11,0.0,0.0,1.49,2.99,0.23,6.9,0.92,0.0,0.0,0.0,5.4,0.57,0.69,45.5
671,Ibrahima Diallo,FRA,2,Southampton,Premier League,23,1999,13,10,714,7.9,0,0.76,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0,31.5,41.0,76.9,475.3,97.1,18.0,20.8,86.6,10.9,13.8,78.9,1.77,3.67,48.3,0.0,0.25,2.28,0.25,0.0,2.66,41.0,40.1,0.89,0.89,0.0,0.25,0.38,0.0,0.0,0.0,0.0,0.0,31.5,0.0,1.14,0.63,0.51,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,1.27,1.27,0.89,0.13,0.89,1.14,77.8,0.25,1.01,0.13,0.89,0.63,2.91,1.01,0.0,50.8,1.65,13.5,30.3,8.1,0.38,50.8,1.39,0.76,54.5,0.63,45.5,28.1,139.9,68.0,0.63,0.51,0.0,1.9,0.89,28.9,0.76,0.25,0.0,0.0,2.03,0.89,0.0,0.38,1.27,0.0,0.0,0.0,8.86,1.9,0.89,68.2
2510,Enrique Valiente,ESP,1,Sevilla,La Liga,20,2002,6,4,368,4.1,1,0.73,0.24,33.3,0.33,1.0,8.7,0.0,0.0,0.0,43.2,51.5,83.9,794.6,310.5,16.8,18.0,93.2,21.7,24.4,89.0,4.39,7.8,56.3,0.24,0.24,2.2,0.24,0.0,3.41,51.5,49.5,1.71,1.71,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.24,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.73,0.24,1.22,1.46,5.61,0.0,62.2,9.51,32.4,27.3,2.44,0.73,62.2,0.0,0.0,0.0,0.0,0.0,36.3,129.3,55.4,0.73,0.24,0.0,0.49,0.24,43.2,0.0,0.24,0.24,0.0,0.98,0.24,0.0,0.0,0.24,0.0,0.24,0.0,3.41,2.2,1.46,60.0
2306,Danilo Soares,BRA,1,Bochum,Bundesliga,31,1991,14,14,1130,12.6,0,0.08,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,37.1,50.6,73.3,655.3,225.4,16.3,19.3,84.8,15.9,21.0,75.5,4.05,7.46,54.3,0.0,0.4,3.49,0.63,0.08,4.44,50.6,38.9,11.2,0.48,0.08,0.0,0.79,10.6,0.08,0.0,0.08,0.0,37.1,0.48,0.95,1.51,1.35,0.08,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,3.73,2.38,2.06,1.11,0.56,2.14,3.1,69.2,0.95,1.83,0.16,1.67,1.19,4.92,2.38,0.08,62.4,3.81,22.2,32.7,8.33,0.16,62.4,0.87,0.4,45.5,0.48,54.5,22.2,96.6,36.6,0.71,0.87,0.08,0.87,0.71,24.3,0.87,0.32,0.0,0.0,1.43,1.19,0.0,0.79,2.38,0.0,0.08,0.0,8.33,1.51,0.95,61.3
603,Vladimír Darida,CZE,2,Hertha BSC,Bundesliga,32,1990,3,0,31,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,40.0,66.7,336.7,20.0,16.7,20.0,83.3,6.67,10.0,66.7,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,33.3,6.67,3.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,3.33,0.0,0.0,66.7,0.0,16.7,20.0,30.0,0.0,66.7,3.33,3.33,100.0,0.0,0.0,23.3,126.7,63.3,3.33,3.33,0.0,13.3,3.33,26.7,3.33,0.0,0.0,0.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,3.33,0.0,3.33,0.0
388,Anthony Caci,FRA,1,Mainz 05,Bundesliga,25,1997,17,11,1059,11.8,1,0.51,0.17,33.3,0.17,0.5,16.5,0.0,0.0,0.0,38.9,52.8,73.7,843.0,360.2,12.0,14.7,81.6,18.1,22.6,80.1,7.97,13.3,59.9,0.08,1.1,4.92,0.93,0.51,3.98,52.8,46.9,5.76,1.1,0.0,1.27,2.37,3.81,0.85,0.51,0.34,0.0,38.9,0.08,1.19,2.46,1.44,0.68,0.08,0.17,0.08,0.0,0.25,0.17,0.0,0.0,0.08,0.0,0.0,2.71,1.44,1.69,0.85,0.17,1.19,1.44,82.4,0.25,0.76,0.34,0.42,2.8,5.51,2.29,0.0,63.6,4.24,23.0,33.1,8.31,0.68,63.6,0.68,0.25,37.5,0.34,50.0,33.2,152.7,73.0,0.68,0.25,0.08,0.42,0.25,33.5,1.61,0.0,0.0,0.0,0.59,0.34,0.0,2.37,1.44,0.0,0.0,0.0,7.29,0.93,1.95,32.4
2269,Bernardo Silva,POR,2,Manchester City,Premier League,28,1994,20,16,1410,15.7,2,1.08,0.32,29.4,0.12,0.4,18.2,0.0,0.0,0.0,52.7,61.3,85.9,837.1,150.3,28.9,31.2,92.4,18.2,20.7,88.0,3.82,5.73,66.7,0.32,1.46,3.18,1.34,0.38,4.9,61.3,59.0,2.17,0.45,0.06,0.38,3.12,1.21,0.45,0.0,0.13,0.0,52.7,0.13,0.96,3.5,2.87,0.06,0.25,0.06,0.19,0.06,0.57,0.51,0.0,0.0,0.0,0.06,0.0,1.97,0.89,0.45,1.15,0.38,0.89,1.78,50.0,0.89,0.96,0.19,0.76,0.64,2.61,0.25,0.0,71.7,1.15,9.94,31.8,30.5,4.2,71.7,2.99,1.34,44.7,1.27,42.6,44.2,313.9,160.4,4.14,3.31,1.53,1.21,1.46,53.8,8.73,0.13,0.0,0.0,0.64,0.7,0.13,3.12,0.89,0.06,0.0,0.0,4.46,0.13,0.32,28.6
2304,Cédric Soares,POR,1,Arsenal,Premier League,31,1991,2,0,29,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,80.0,79.2,856.7,180.0,33.3,33.3,100.0,26.7,33.3,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,80.0,76.7,3.33,0.0,0.0,0.0,10.0,3.33,0.0,0.0,0.0,0.0,63.3,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,3.33,0.0,3.33,0.0,0.0,3.33,0.0,90.0,6.67,26.7,30.0,33.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,46.7,290.0,223.3,3.33,6.67,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,3.33,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0
1367,Adam Lallana,ENG,2,Brighton,Premier League,34,1988,16,12,722,8.0,2,1.0,0.63,62.5,0.25,0.4,13.3,0.0,0.0,0.0,32.8,39.6,82.6,379.1,82.0,21.6,24.3,89.2,7.13,9.25,77.0,0.75,1.13,66.7,0.13,1.75,2.88,1.13,0.13,4.13,39.6,38.0,1.38,0.25,0.0,0.0,0.38,0.25,0.13,0.0,0.0,0.0,32.8,0.25,0.63,2.75,2.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.13,0.5,0.75,0.25,0.13,0.0,0.88,0.0,0.88,0.75,0.0,0.75,0.25,1.38,0.13,0.0,46.6,0.75,5.38,22.5,18.9,4.13,46.6,0.75,0.38,50.0,0.38,50.0,25.8,104.9,52.5,1.25,0.5,0.5,1.88,1.38,36.9,5.38,0.0,0.0,0.0,0.25,0.88,0.0,0.38,0.5,0.0,0.0,0.0,3.13,1.0,1.13,47.1
1420,Sergio León,ESP,3,Valladolid,La Liga,34,1989,17,11,913,10.1,5,1.88,1.29,68.4,0.21,0.31,16.9,0.0,0.1,0.2,8.42,12.6,66.9,130.8,19.2,4.46,5.45,81.8,2.67,4.26,62.8,0.59,1.19,50.0,0.1,0.89,0.2,0.4,0.1,1.09,12.6,10.7,1.68,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,8.42,0.2,0.4,1.58,1.09,0.1,0.1,0.3,0.0,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.4,0.3,0.0,0.3,0.1,0.2,0.2,100.0,0.0,0.4,0.0,0.4,0.0,0.4,0.3,0.0,22.5,0.5,1.88,10.4,10.7,3.27,22.3,1.39,0.2,14.3,0.99,71.4,13.9,71.1,36.2,1.29,0.99,0.4,3.07,1.29,16.7,4.95,0.0,0.1,0.0,0.5,1.49,1.39,0.5,0.3,0.0,0.0,0.0,2.48,1.39,2.57,35.0
433,Isaac Carcelen,ESP,1,Cádiz,La Liga,29,1993,14,12,1057,11.7,0,0.34,0.09,25.0,0.0,0.0,24.9,0.0,0.0,0.0,32.1,39.7,80.6,528.6,200.5,15.5,17.0,91.0,13.8,17.0,80.9,1.97,3.85,51.1,0.0,0.34,2.22,0.6,0.34,3.25,39.7,31.9,7.78,1.28,0.0,0.34,1.54,6.32,0.17,0.09,0.09,0.0,32.1,0.09,0.6,1.37,0.94,0.09,0.0,0.09,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,2.48,2.39,1.03,0.26,2.22,2.99,74.3,0.77,1.37,0.51,0.85,1.03,4.7,3.42,0.0,51.0,4.96,19.7,24.0,7.69,0.34,51.0,0.85,0.68,80.0,0.17,20.0,19.9,91.4,54.2,1.2,0.68,0.0,0.85,0.68,23.9,1.97,0.17,0.17,0.0,0.77,1.11,0.0,1.54,2.48,0.0,0.09,0.0,5.64,0.51,1.28,28.6
1785,Ibrahima Niane,SEN,3,Angers,Ligue 1,23,1999,1,1,70,0.8,0,2.5,2.5,100.0,0.0,0.0,20.4,0.0,0.0,0.0,12.5,16.3,76.9,256.3,58.8,2.5,6.25,40.0,5.0,5.0,100.0,2.5,2.5,100.0,0.0,0.0,2.5,0.0,0.0,2.5,16.3,15.0,1.25,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,2.5,1.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,1.25,1.25,2.5,0.0,25.0,3.75,3.75,10.0,11.3,2.5,25.0,2.5,1.25,50.0,1.25,50.0,18.8,148.8,56.3,3.75,1.25,0.0,1.25,1.25,22.5,8.75,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.0,3.75,57.1
1548,Gian Marco Ferrari,ITA,1,Sassuolo,Serie A,30,1992,19,17,1529,17.0,1,0.29,0.06,20.0,0.2,1.0,11.5,0.0,0.0,0.0,41.4,48.7,85.0,856.0,303.8,12.1,13.2,91.1,22.6,25.0,90.6,6.18,9.24,66.9,0.0,0.06,2.47,0.12,0.0,3.24,48.7,43.1,5.53,3.76,0.0,0.76,0.06,0.24,0.0,0.0,0.0,0.0,41.4,0.12,0.24,0.71,0.59,0.06,0.0,0.0,0.06,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.12,0.76,0.53,0.53,0.06,0.53,0.71,75.0,0.18,1.0,0.82,0.18,0.88,2.0,3.65,0.18,56.4,8.47,30.2,24.6,1.94,0.53,56.4,0.12,0.0,0.0,0.06,50.0,30.9,164.5,105.6,0.47,0.35,0.0,0.29,0.06,34.5,0.06,0.29,0.0,0.0,1.0,1.41,0.0,0.06,0.76,0.0,0.12,0.0,3.82,1.41,0.71,66.7
283,El Bilal Touré,MLI,3,Reims,Ligue 1,21,2001,3,1,91,1.0,0,1.0,1.0,100.0,0.0,0.0,26.1,0.0,0.0,0.0,16.0,20.0,80.0,234.0,46.0,9.0,11.0,81.8,6.0,7.0,85.7,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,20.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,29.0,1.0,3.0,13.0,13.0,3.0,29.0,2.0,1.0,50.0,1.0,50.0,13.0,61.0,15.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,33.3
1540,Faitout Maouassa,FRA,1,Montpellier,Ligue 1,24,1998,20,14,1191,13.2,1,1.14,0.38,33.3,0.07,0.2,23.0,0.08,0.0,0.0,24.2,35.3,68.5,389.3,159.7,14.1,17.3,81.6,6.89,9.39,73.4,2.35,5.83,40.3,0.3,1.29,1.44,0.83,0.45,2.58,35.3,27.0,7.95,0.38,0.08,0.38,3.94,6.67,0.91,0.45,0.3,0.0,24.2,0.3,1.44,2.2,1.59,0.3,0.08,0.15,0.0,0.08,0.38,0.38,0.0,0.0,0.0,0.0,0.0,2.42,1.59,1.21,0.98,0.23,0.83,1.59,52.4,0.76,1.67,0.15,1.52,0.98,3.41,1.44,0.0,48.0,1.82,12.5,20.3,16.1,1.44,48.0,2.42,0.76,31.3,1.36,56.3,28.0,171.8,82.7,1.74,1.97,0.45,1.59,0.98,25.2,4.24,0.0,0.0,0.0,1.44,1.21,0.0,3.94,1.59,0.0,0.0,0.0,4.24,0.53,0.53,50.0
